Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs
cosmetics,SKU130,66.15,26,103,4236.28,Male,88,21,87,12,Carrier A,264.49,Supplier 5,Mumbai,2,852,8,37.47,Pending,2.071009,Air,Route A,918.94
skincare,SKU131,44.83,53,311,1858.32,Female,69,3,93,8,Carrier B,530.97,Supplier 5,Chennai,24,107,20,86.4,Fail,2.033466,Sea,Route B,623.52
haircare,SKU132,73.72,21,783,7932.88,Unknown,73,29,59,3,Carrier C,164.43,Supplier 2,Chennai,6,391,15,38.14,Pending,0.329858,Sea,Route A,891.8
skincare,SKU133,76.42,80,308,2488.86,Non-binary,45,13,98,29,Carrier B,783.17,Supplier 4,Kolkata,1,678,13,49.98,Fail,4.776024,Sea,Route B,108.04
cosmetics,SKU134,5.24,33,710,7224.18,Non-binary,63,24,34,5,Carrier B,910.75,Supplier 1,Bangalore,12,573,26,86.96,Pending,0.343607,Sea,Route B,808.2
haircare,SKU135,34.63,82,156,4916.85,Male,14,10,19,6,Carrier B,277.92,Supplier 1,Chennai,11,304,11,68.23,Fail,0.320291,Rail,Route C,871.94
skincare,SKU136,6.25,15,654,1949.44,Non-binary,64,22,4,6,Carrier B,825.32,Supplier 3,Delhi,27,875,26,24.35,Pass,0.392097,Air,Route C,915.7
cosmetics,SKU137,21.63,2,794,7205.24,Non-binary,14,7,64,10,Carrier A,78.28,Supplier 1,Delhi,29,510,14,26.84,Fail,1.248774,Rail,Route C,144.11
cosmetics,SKU138,61.49,49,847,6320.28,Unknown,98,15,40,17,Carrier C,642.03,Supplier 3,Mumbai,11,553,18,25.52,Fail,4.065519,Air,Route A,328.45
skincare,SKU139,90.54,6,287,2904.38,Unknown,77,26,82,2,Carrier A,577.55,Supplier 5,Bangalore,21,928,27,69.3,Pass,1.450802,Air,Route B,709.56
skincare,SKU140,9.62,84,255,5644.37,Unknown,37,6,70,11,Carrier B,665.14,Supplier 4,Bangalore,22,847,1,36.02,Pending,0.574892,Air,Route C,445.34
skincare,SKU141,21.45,26,74,5694.78,Non-binary,31,3,42,17,Carrier C,934.66,Supplier 2,Bangalore,1,853,23,50.98,Pending,4.466675,Sea,Route A,924.83
cosmetics,SKU142,71.53,76,799,1134.4,Unknown,36,8,60,10,Carrier A,772.83,Supplier 3,Delhi,23,185,26,35.7,Pending,2.514882,Air,Route C,750.57
cosmetics,SKU143,99.8,66,180,2178.97,Male,70,19,67,8,Carrier A,899.11,Supplier 5,Delhi,17,869,22,70.35,Pass,2.547835,Road,Route A,530.78
cosmetics,SKU144,66.19,2,502,9905.0,Unknown,24,27,9,24,Carrier B,230.1,Supplier 5,Delhi,1,338,27,74.35,Pass,0.95739,Sea,Route A,675.25
cosmetics,SKU145,79.76,31,456,3805.55,Female,25,7,16,18,Carrier B,384.19,Supplier 1,Kolkata,7,903,13,76.71,Pass,0.671666,Rail,Route B,592.23
cosmetics,SKU146,89.4,43,649,6891.49,Non-binary,23,14,96,1,Carrier A,796.88,Supplier 2,Delhi,6,244,4,31.66,Fail,3.285608,Air,Route B,719.17
skincare,SKU147,99.04,80,855,9008.1,Female,76,23,37,25,Carrier B,693.12,Supplier 5,Delhi,8,379,21,32.47,Fail,1.604753,Rail,Route C,693.2
skincare,SKU148,19.0,53,537,3565.23,Female,66,15,86,14,Carrier C,440.74,Supplier 2,Delhi,14,824,8,59.78,Pass,1.38588,Air,Route C,398.42
haircare,SKU149,95.94,12,877,4438.12,Female,14,23,21,1,Carrier C,252.62,Supplier 1,Chennai,29,476,19,94.02,Pass,3.727449,Rail,Route B,248.43
cosmetics,SKU150,64.43,5,168,2486.89,Female,80,14,73,17,Carrier C,662.46,Supplier 4,Delhi,28,280,11,52.07,Pending,4.523719,Rail,Route B,347.91
haircare,SKU151,33.36,19,245,8702.97,Male,57,21,4,4,Carrier A,486.68,Supplier 2,Mumbai,9,313,12,37.54,Fail,3.012456,Road,Route B,773.7
cosmetics,SKU152,7.93,26,865,1903.87,Male,3,15,6,2,Carrier C,908.25,Supplier 5,Bangalore,13,966,26,30.89,Pending,1.442733,Sea,Route C,165.99
skincare,SKU153,16.69,64,406,2303.69,Non-binary,92,13,96,4,Carrier A,982.85,Supplier 2,Chennai,26,998,12,72.65,Fail,0.329712,Rail,Route A,855.77
cosmetics,SKU154,75.4,66,497,6826.16,Unknown,94,18,57,28,Carrier A,349.45,Supplier 4,Kolkata,3,607,14,93.59,Pass,0.269116,Road,Route B,135.1
cosmetics,SKU155,19.6,67,166,5100.98,Female,80,23,9,11,Carrier A,132.31,Supplier 1,Bangalore,27,977,2,39.98,Pass,1.031017,Sea,Route A,748.52
haircare,SKU156,99.93,31,189,5883.06,Unknown,97,15,27,18,Carrier B,581.64,Supplier 2,Kolkata,10,842,23,69.29,Fail,3.278871,Air,Route B,153.15
haircare,SKU157,94.1,81,457,5567.99,Unknown,47,4,3,6,Carrier B,548.01,Supplier 1,Delhi,11,142,25,92.12,Pending,1.04133,Road,Route A,510.62
cosmetics,SKU158,46.23,75,552,4695.52,Non-binary,96,19,19,14,Carrier B,821.48,Supplier 4,Mumbai,12,864,22,24.78,Pending,1.608136,Road,Route A,676.95
haircare,SKU159,56.23,58,613,4748.27,Non-binary,95,29,22,7,Carrier B,840.8,Supplier 2,Mumbai,15,510,9,84.93,Fail,0.458253,Road,Route B,126.02
skincare,SKU160,28.59,72,616,9015.9,Male,12,11,15,14,Carrier A,739.82,Supplier 4,Mumbai,5,276,13,32.17,Fail,1.943866,Road,Route A,999.64
haircare,SKU161,6.36,67,450,5950.87,Female,49,11,11,25,Carrier A,189.58,Supplier 2,Delhi,20,735,23,83.3,Pass,1.259642,Road,Route C,861.43
skincare,SKU162,57.9,97,366,9788.91,Non-binary,27,6,34,17,Carrier A,483.37,Supplier 3,Kolkata,4,149,1,37.37,Pending,3.474236,Road,Route B,865.28
cosmetics,SKU163,64.66,81,366,7875.59,Non-binary,3,7,99,8,Carrier B,813.17,Supplier 5,Mumbai,27,840,20,88.0,Fail,4.243443,Air,Route B,482.83
haircare,SKU164,41.57,93,205,9342.31,Unknown,24,7,79,17,Carrier C,734.89,Supplier 2,Mumbai,7,814,2,89.95,Fail,2.676374,Sea,Route A,703.64
skincare,SKU165,29.3,20,967,7542.04,Non-binary,7,9,4,29,Carrier A,769.45,Supplier 3,Delhi,18,520,18,41.45,Pending,4.115999,Sea,Route B,169.65
cosmetics,SKU166,19.5,34,993,6168.89,Female,52,4,47,17,Carrier C,444.5,Supplier 5,Chennai,28,963,8,78.1,Pending,2.6212,Road,Route B,471.56
haircare,SKU167,22.7,57,489,3158.5,Male,98,1,12,6,Carrier B,474.5,Supplier 2,Kolkata,17,709,17,71.71,Pending,2.566462,Air,Route A,904.27
cosmetics,SKU168,49.84,41,59,2849.66,Female,21,27,56,21,Carrier A,648.84,Supplier 1,Delhi,7,392,20,25.16,Pending,3.150466,Road,Route C,411.76
skincare,SKU169,96.8,36,409,3277.99,Male,95,1,43,18,Carrier B,884.97,Supplier 4,Chennai,21,483,10,84.37,Fail,3.472294,Sea,Route C,254.0
haircare,SKU170,25.12,61,55,3898.77,Male,76,21,99,21,Carrier B,465.55,Supplier 5,Delhi,15,719,20,24.89,Fail,0.861256,Road,Route B,715.08
cosmetics,SKU171,52.05,44,364,7864.11,Male,23,11,42,25,Carrier B,695.09,Supplier 2,Mumbai,24,197,26,84.49,Fail,0.449491,Road,Route B,807.87
cosmetics,SKU172,79.07,71,307,4015.29,Non-binary,18,22,23,17,Carrier B,965.39,Supplier 2,Delhi,12,101,4,99.58,Pass,2.99289,Road,Route C,407.91
cosmetics,SKU173,86.5,24,801,2461.34,Female,44,11,38,6,Carrier C,610.01,Supplier 5,Kolkata,12,691,26,55.05,Fail,3.814797,Air,Route C,764.98
haircare,SKU174,68.17,18,260,6529.29,Male,19,20,46,2,Carrier C,423.4,Supplier 2,Mumbai,23,923,8,89.69,Pending,0.26025,Road,Route C,614.78
cosmetics,SKU175,24.09,52,99,5240.92,Male,41,26,60,27,Carrier B,109.72,Supplier 5,Delhi,9,445,24,72.81,Fail,3.481638,Sea,Route B,214.05
skincare,SKU176,98.46,46,337,7141.42,Male,57,16,54,1,Carrier A,633.76,Supplier 5,Mumbai,23,483,13,75.32,Pass,2.365981,Air,Route B,391.34
cosmetics,SKU177,44.55,79,720,7407.01,Non-binary,79,17,84,3,Carrier C,482.25,Supplier 1,Delhi,12,378,1,94.63,Pending,4.611613,Air,Route C,777.56
cosmetics,SKU178,80.33,13,353,7505.59,Female,59,27,28,13,Carrier B,832.78,Supplier 2,Chennai,19,889,2,68.61,Pending,1.248296,Rail,Route C,486.49
haircare,SKU179,21.62,15,132,2201.62,Female,89,12,34,10,Carrier C,638.31,Supplier 5,Chennai,27,483,9,48.5,Fail,2.647206,Rail,Route C,622.32
cosmetics,SKU180,77.38,89,917,6425.12,Female,23,16,44,23,Carrier C,473.02,Supplier 1,Bangalore,23,321,9,45.72,Fail,4.961474,Road,Route B,102.24
cosmetics,SKU181,68.21,10,3,9458.32,Non-binary,98,17,61,28,Carrier C,944.57,Supplier 2,Bangalore,27,428,17,54.57,Fail,4.105089,Air,Route C,766.08
cosmetics,SKU182,23.07,24,650,5758.85,Male,64,17,78,6,Carrier B,68.63,Supplier 1,Chennai,8,323,8,22.6,Pass,4.668746,Road,Route C,744.31
haircare,SKU183,35.55,23,733,6065.06,Female,50,9,45,12,Carrier C,398.99,Supplier 5,Mumbai,21,102,23,61.55,Pending,3.982351,Air,Route B,116.71
cosmetics,SKU184,86.68,58,179,3086.52,Female,3,12,25,18,Carrier B,951.72,Supplier 1,Kolkata,14,931,1,45.03,Pending,2.873613,Air,Route A,476.61
cosmetics,SKU185,63.41,67,475,1229.69,Unknown,41,24,91,12,Carrier C,850.53,Supplier 1,Kolkata,23,783,27,70.18,Pass,4.302314,Road,Route A,161.6
cosmetics,SKU186,60.71,83,890,9747.47,Female,44,15,44,6,Carrier C,665.76,Supplier 1,Kolkata,22,218,17,75.98,Pass,1.098092,Road,Route B,296.06
cosmetics,SKU187,62.46,8,49,3255.27,Male,38,17,11,5,Carrier C,236.93,Supplier 5,Kolkata,8,960,3,57.25,Pass,0.915961,Air,Route A,935.81
skincare,SKU188,23.93,91,602,6919.7,Non-binary,32,12,5,22,Carrier C,519.75,Supplier 5,Kolkata,26,276,23,90.8,Pending,2.530522,Rail,Route B,843.41
cosmetics,SKU189,29.24,71,293,7963.87,Unknown,4,7,44,23,Carrier C,236.85,Supplier 1,Delhi,21,157,10,52.16,Pass,4.59972,Air,Route A,923.04
skincare,SKU190,91.42,36,396,3041.61,Non-binary,83,7,33,10,Carrier A,682.62,Supplier 3,Chennai,9,239,8,67.06,Pending,3.34459,Sea,Route B,405.11
haircare,SKU191,63.0,12,515,2309.63,Female,31,18,12,12,Carrier A,409.09,Supplier 3,Mumbai,21,256,24,70.41,Pass,4.951589,Road,Route C,758.12
haircare,SKU192,92.65,53,961,6860.68,Female,59,9,1,10,Carrier C,342.06,Supplier 4,Chennai,13,342,29,69.95,Fail,0.597864,Sea,Route C,212.55
haircare,SKU193,69.04,46,750,9939.55,Female,72,28,46,20,Carrier B,616.66,Supplier 1,Delhi,26,768,12,53.06,Fail,2.818991,Road,Route B,935.57
skincare,SKU194,41.72,27,964,8377.73,Unknown,88,15,35,1,Carrier C,646.44,Supplier 3,Bangalore,10,640,18,90.31,Pending,4.676418,Rail,Route B,381.82
cosmetics,SKU195,31.32,11,656,8798.52,Non-binary,22,23,57,4,Carrier C,162.39,Supplier 3,Delhi,19,476,11,69.05,Fail,0.008382,Road,Route B,724.78
haircare,SKU196,93.85,85,736,8921.48,Female,35,27,16,29,Carrier A,944.65,Supplier 2,Kolkata,2,358,26,55.93,Fail,2.416752,Air,Route B,195.04
cosmetics,SKU197,65.67,56,779,2817.49,Female,89,27,59,15,Carrier A,902.4,Supplier 1,Mumbai,9,121,9,59.86,Fail,4.089803,Road,Route B,873.15
cosmetics,SKU198,14.18,8,755,4451.32,Female,40,12,5,22,Carrier A,827.85,Supplier 5,Kolkata,29,529,11,80.88,Fail,3.116638,Road,Route A,355.89
skincare,SKU199,78.25,93,426,9546.78,Female,31,4,82,15,Carrier A,880.74,Supplier 1,Kolkata,21,214,9,63.77,Fail,1.155979,Rail,Route C,533.68
skincare,SKU200,46.91,63,663,4311.58,Male,86,7,6,28,Carrier B,449.67,Supplier 4,Bangalore,8,284,22,60.77,Pass,4.808604,Sea,Route B,435.02
haircare,SKU201,85.64,78,549,3908.16,Unknown,45,14,79,13,Carrier A,524.06,Supplier 2,Bangalore,24,443,13,79.11,Pending,2.04668,Sea,Route A,985.81
skincare,SKU202,95.32,67,971,6523.36,Unknown,43,23,43,1,Carrier A,777.99,Supplier 4,Bangalore,3,873,26,76.23,Pending,0.800446,Air,Route C,524.08
skincare,SKU203,20.21,10,140,1058.76,Unknown,10,26,5,8,Carrier B,708.18,Supplier 1,Bangalore,19,273,14,72.58,Pass,4.893805,Road,Route A,570.8
cosmetics,SKU204,68.31,27,674,5106.65,Unknown,88,15,20,6,Carrier A,366.57,Supplier 3,Mumbai,19,907,3,93.84,Fail,1.309956,Rail,Route A,190.57
cosmetics,SKU205,11.49,4,247,6169.44,Non-binary,38,23,56,12,Carrier B,263.34,Supplier 3,Delhi,23,594,23,64.36,Pass,0.239407,Sea,Route B,412.08
skincare,SKU206,43.47,19,980,6532.38,Non-binary,27,28,11,8,Carrier A,526.39,Supplier 5,Mumbai,29,803,7,54.67,Pass,2.551727,Road,Route C,789.54
haircare,SKU207,82.58,39,942,2144.33,Male,40,23,91,13,Carrier B,605.55,Supplier 1,Delhi,6,869,4,33.48,Pass,0.140783,Road,Route C,217.55
skincare,SKU208,71.68,70,128,9686.04,Non-binary,66,2,71,25,Carrier C,201.2,Supplier 3,Chennai,26,797,22,50.44,Pending,1.02786,Sea,Route C,113.22
cosmetics,SKU209,15.49,85,579,6212.07,Unknown,28,5,42,19,Carrier A,70.6,Supplier 1,Bangalore,21,633,5,23.91,Pending,1.631359,Road,Route A,150.74
cosmetics,SKU210,21.59,15,804,8307.6,Non-binary,77,1,60,3,Carrier A,970.79,Supplier 4,Kolkata,25,622,20,48.8,Pending,1.353933,Road,Route C,841.93
skincare,SKU211,41.49,23,663,8607.52,Female,2,7,14,27,Carrier C,627.94,Supplier 4,Bangalore,11,628,12,54.17,Pending,0.132549,Air,Route A,267.49
cosmetics,SKU212,73.7,93,524,6362.74,Unknown,17,27,3,23,Carrier B,679.34,Supplier 5,Chennai,26,972,22,76.49,Pass,1.080001,Sea,Route B,938.93
skincare,SKU213,35.75,80,66,7863.39,Non-binary,59,5,29,26,Carrier B,738.02,Supplier 4,Bangalore,28,207,25,80.36,Pending,4.055432,Road,Route B,368.95
haircare,SKU214,32.14,35,266,6747.56,Female,67,3,90,18,Carrier C,855.99,Supplier 3,Chennai,11,136,14,34.82,Pass,0.193145,Road,Route A,661.66
haircare,SKU215,61.53,39,514,3216.55,Non-binary,56,13,48,23,Carrier C,710.96,Supplier 1,Bangalore,6,342,14,52.41,Pass,4.932136,Rail,Route A,361.68
cosmetics,SKU216,44.02,16,221,8230.14,Non-binary,16,16,38,2,Carrier C,462.44,Supplier 5,Chennai,3,489,24,97.66,Fail,3.060805,Rail,Route B,368.03
skincare,SKU217,35.11,18,866,1885.68,Unknown,28,2,95,21,Carrier A,587.87,Supplier 4,Chennai,2,734,12,52.43,Fail,0.168902,Sea,Route C,450.48
haircare,SKU218,91.64,61,285,7106.45,Female,11,8,78,2,Carrier B,521.85,Supplier 1,Bangalore,20,903,27,84.46,Pass,0.186554,Air,Route A,991.36
skincare,SKU219,66.57,67,969,2545.35,Unknown,35,2,58,5,Carrier A,418.91,Supplier 4,Chennai,3,441,10,82.68,Fail,4.000537,Sea,Route B,697.43
skincare,SKU220,59.64,99,966,1725.61,Non-binary,71,19,44,2,Carrier A,124.74,Supplier 1,Mumbai,6,934,14,71.89,Pending,1.21218,Road,Route B,627.06
cosmetics,SKU221,39.15,97,612,2280.34,Non-binary,16,28,9,25,Carrier A,165.74,Supplier 2,Mumbai,2,883,2,95.3,Fail,4.304104,Air,Route C,324.68
haircare,SKU222,46.89,88,405,6910.2,Male,64,20,87,13,Carrier B,390.38,Supplier 2,Bangalore,2,758,3,23.5,Fail,2.59534,Air,Route A,263.56
haircare,SKU223,95.16,24,240,7674.16,Non-binary,68,21,40,1,Carrier C,941.78,Supplier 1,Chennai,22,254,13,57.77,Pass,4.298144,Road,Route B,913.85
haircare,SKU224,90.51,57,842,7122.86,Non-binary,68,21,87,13,Carrier C,210.48,Supplier 3,Mumbai,9,252,28,93.85,Pass,1.884216,Sea,Route A,238.9
cosmetics,SKU225,32.95,47,277,2733.4,Unknown,91,18,37,27,Carrier A,683.43,Supplier 3,Delhi,14,379,14,65.9,Fail,1.206528,Sea,Route C,842.05
cosmetics,SKU226,58.16,15,143,7552.74,Male,73,10,77,1,Carrier B,311.08,Supplier 1,Chennai,7,465,26,89.28,Pending,3.620758,Road,Route C,976.83
haircare,SKU227,80.2,50,883,8751.45,Male,57,16,77,9,Carrier B,267.22,Supplier 1,Bangalore,22,648,14,27.37,Pending,0.092504,Road,Route A,348.19
haircare,SKU228,73.29,52,270,9398.08,Female,1,3,70,22,Carrier B,73.44,Supplier 4,Bangalore,9,965,6,97.26,Pass,1.514055,Sea,Route A,865.02
haircare,SKU229,30.18,42,184,2092.77,Male,39,9,3,1,Carrier A,733.06,Supplier 4,Bangalore,24,931,17,25.77,Pending,2.358035,Road,Route A,604.28
skincare,SKU230,6.31,12,629,5459.72,Male,10,22,22,3,Carrier B,878.94,Supplier 1,Mumbai,7,591,8,75.2,Fail,2.44215,Air,Route B,913.55
haircare,SKU231,81.99,75,873,3095.75,Male,95,5,1,29,Carrier B,130.42,Supplier 5,Bangalore,7,532,29,63.39,Pass,2.935832,Sea,Route C,128.05
haircare,SKU232,75.06,44,733,4314.34,Male,5,5,37,15,Carrier A,339.63,Supplier 3,Bangalore,10,357,25,38.06,Fail,1.569947,Rail,Route C,602.96
haircare,SKU233,44.38,60,695,3507.66,Female,66,4,91,18,Carrier C,963.83,Supplier 5,Mumbai,15,271,15,81.63,Fail,3.973044,Air,Route A,222.99
haircare,SKU234,86.72,90,174,4629.15,Unknown,63,5,22,24,Carrier B,739.23,Supplier 3,Bangalore,7,102,9,63.42,Pending,2.396187,Air,Route C,710.77
haircare,SKU235,65.38,60,184,3331.98,Unknown,53,1,28,11,Carrier B,68.77,Supplier 1,Kolkata,9,945,16,69.35,Pass,0.631145,Road,Route B,669.49
skincare,SKU236,75.88,43,436,3618.59,Non-binary,61,22,75,10,Carrier B,88.19,Supplier 3,Chennai,20,764,9,49.78,Pending,2.116411,Sea,Route A,265.07
haircare,SKU237,80.62,53,335,7315.92,Non-binary,22,19,48,11,Carrier B,482.04,Supplier 5,Delhi,8,373,24,82.11,Pending,2.902399,Road,Route B,637.74
haircare,SKU238,51.16,66,810,4022.59,Non-binary,50,19,1,8,Carrier C,356.95,Supplier 4,Delhi,6,707,29,99.37,Fail,2.318832,Rail,Route C,504.08
haircare,SKU239,64.73,10,745,1169.64,Unknown,15,14,30,28,Carrier C,452.78,Supplier 4,Kolkata,12,712,5,41.26,Fail,1.670937,Rail,Route A,984.67
skincare,SKU240,37.28,2,397,4739.96,Unknown,98,6,41,4,Carrier A,564.02,Supplier 3,Delhi,1,947,3,94.44,Pass,0.642486,Rail,Route A,840.24
skincare,SKU241,95.69,62,800,3578.24,Unknown,41,17,65,11,Carrier C,981.41,Supplier 3,Mumbai,2,432,24,72.94,Pass,1.859041,Rail,Route B,774.29
haircare,SKU242,37.8,96,125,5224.82,Non-binary,25,4,43,22,Carrier C,523.5,Supplier 2,Mumbai,8,190,10,70.42,Pass,3.796177,Road,Route B,298.78
cosmetics,SKU243,53.62,17,684,9111.51,Unknown,83,28,34,19,Carrier B,56.24,Supplier 4,Delhi,25,791,5,27.97,Pending,4.942619,Road,Route B,945.41
haircare,SKU244,74.14,1,152,8944.3,Unknown,49,13,43,29,Carrier B,192.75,Supplier 3,Chennai,17,824,7,34.89,Pending,1.511103,Sea,Route A,904.65
cosmetics,SKU245,29.34,78,555,8334.69,Female,28,25,29,25,Carrier B,912.41,Supplier 1,Kolkata,6,189,8,81.14,Fail,4.681545,Air,Route A,987.31
skincare,SKU246,31.56,14,772,8309.59,Unknown,10,9,80,18,Carrier B,991.81,Supplier 5,Chennai,15,407,10,98.56,Fail,1.332938,Air,Route B,689.58
haircare,SKU247,35.3,15,94,1096.3,Unknown,65,25,47,16,Carrier B,197.87,Supplier 4,Bangalore,17,750,25,88.94,Fail,2.963886,Sea,Route B,626.87
skincare,SKU248,69.52,10,785,1656.48,Male,23,20,89,7,Carrier C,74.92,Supplier 1,Delhi,29,747,11,27.51,Fail,3.545546,Sea,Route B,423.05
haircare,SKU249,34.08,85,677,2841.76,Non-binary,31,3,68,17,Carrier B,243.56,Supplier 5,Delhi,6,127,23,86.17,Pass,2.928604,Air,Route B,387.02
haircare,SKU250,95.0,62,881,8489.43,Male,40,29,61,29,Carrier A,121.47,Supplier 5,Delhi,6,432,11,57.28,Pending,1.525784,Road,Route B,754.25
haircare,SKU251,78.22,97,547,9790.44,Non-binary,36,20,95,22,Carrier C,163.73,Supplier 4,Kolkata,10,597,28,79.96,Pending,4.612247,Sea,Route B,500.07
haircare,SKU252,83.75,48,901,5126.75,Male,9,27,43,12,Carrier A,955.56,Supplier 2,Bangalore,4,667,24,95.79,Fail,2.898629,Rail,Route B,155.89
skincare,SKU253,82.73,18,127,3899.89,Male,69,2,12,27,Carrier B,978.88,Supplier 4,Kolkata,4,693,11,41.97,Pending,2.531319,Air,Route B,576.1
skincare,SKU254,77.88,85,129,5516.79,Unknown,21,26,50,17,Carrier A,471.74,Supplier 5,Chennai,8,672,22,28.17,Pending,1.498556,Road,Route C,196.05
haircare,SKU255,39.65,16,736,3323.37,Non-binary,79,27,72,22,Carrier B,205.91,Supplier 4,Chennai,14,207,14,37.42,Pass,3.816145,Air,Route A,911.12
haircare,SKU256,28.79,59,28,5436.38,Non-binary,79,6,15,16,Carrier A,992.7,Supplier 3,Delhi,5,241,7,74.41,Pending,4.105906,Air,Route A,916.8
cosmetics,SKU257,41.76,60,260,4623.87,Unknown,69,29,7,7,Carrier C,248.4,Supplier 5,Kolkata,18,324,14,42.93,Fail,0.514323,Road,Route A,533.25
haircare,SKU258,8.62,4,181,2881.19,Female,61,3,92,3,Carrier A,819.1,Supplier 3,Delhi,6,134,2,34.99,Pass,3.080148,Air,Route A,295.66
skincare,SKU259,23.59,94,460,9329.5,Unknown,15,28,71,9,Carrier C,238.51,Supplier 3,Delhi,27,162,17,59.54,Pending,4.824252,Rail,Route B,349.67
skincare,SKU260,36.01,35,671,2015.04,Non-binary,25,17,23,2,Carrier B,457.02,Supplier 1,Chennai,14,749,13,56.41,Fail,1.173737,Air,Route A,649.26
skincare,SKU261,27.73,87,875,2613.66,Male,84,20,42,14,Carrier B,598.11,Supplier 1,Kolkata,5,963,18,84.72,Fail,1.695169,Road,Route B,942.91
cosmetics,SKU262,10.89,9,438,1123.39,Male,91,21,4,29,Carrier A,643.11,Supplier 5,Mumbai,25,644,15,39.02,Pass,4.851099,Air,Route C,866.92
cosmetics,SKU263,28.57,98,803,9694.57,Unknown,96,3,8,20,Carrier A,858.1,Supplier 4,Mumbai,7,343,27,56.31,Pass,0.536255,Rail,Route C,402.39
skincare,SKU264,75.81,25,618,7288.89,Female,41,29,14,6,Carrier B,508.16,Supplier 2,Chennai,1,632,7,62.46,Pass,2.341365,Air,Route B,661.87
skincare,SKU265,5.49,2,906,9307.81,Unknown,20,28,1,27,Carrier C,701.35,Supplier 4,Kolkata,6,326,20,76.45,Pending,4.915629,Road,Route C,450.1
cosmetics,SKU266,38.04,35,762,4657.17,Male,89,15,89,15,Carrier A,473.45,Supplier 5,Kolkata,19,524,25,22.27,Pass,0.799134,Rail,Route C,613.28
skincare,SKU267,94.65,51,956,3096.12,Non-binary,90,28,36,15,Carrier A,749.36,Supplier 3,Kolkata,14,641,18,37.19,Fail,1.463287,Rail,Route C,325.38
cosmetics,SKU268,8.63,37,616,3771.98,Unknown,34,21,39,8,Carrier B,121.1,Supplier 1,Mumbai,14,390,24,35.97,Pass,3.279011,Air,Route C,101.31
skincare,SKU269,95.34,39,376,3457.19,Female,21,27,4,11,Carrier B,579.22,Supplier 4,Bangalore,24,492,7,68.08,Fail,0.385276,Sea,Route A,371.98
haircare,SKU270,90.82,79,122,4902.06,Female,50,15,71,23,Carrier C,535.11,Supplier 2,Delhi,5,154,9,78.16,Pass,0.503868,Sea,Route A,261.57
